"Pop_Code","standard","actual","fruit.inf.Length","aborted.inf.length","flower.inf.length","bud.inf.Length","Location","Date","Latitude","Longitude","yday","Year"
"BHO-V-0001911","1212.015",10,5080.955,0,1377.046,848.821,"Mahoning Co., Ohio, E of St. Rt. 45 between Western Reserve Rd. and Calla Rd, Green Twp","1967-07-25",40.982411,-80.851473,206,1967
"BHO-V-0001920","1214.007",10,2069.654,0,1754.078,557.695,"Erie Co., Ohio, Old Woman Creek near mouth, Berlin Twp","1967-07-16",41.382864,-82.512308,197,1967
"MT00186726","1234.006",10,395.049,0,737.384,876.311,"45.460203 -73.548712","1967-07-04",45.460203,-73.548712,185,1967
"MT00043568","1230.007",10,0,0,0,577.503,"Cap Jaseux, Baie de Pins, Cton Harvey, Co. Chicoutimi","1967-07-14",48.426269,-70.820253,195,1967
"MT00110405","1230.007",10,960.829,0,503.714,814.449,"45.3986111 -73.9591667","1967-08-09",45.398611,-73.9591667,221,1967
"MT00202692","1234.015",10,0,0,1887.236,593.075,"46.255415 -72.939127","1967-08-11",46.255415,-72.939127,223,1967
"MT00043569","1232.006",10,0,0,1024.867,947.158,"Ile aux Cerfeuils, Montreal","1967-08-16",45.71367,-73.459086,228,1967
"MT00043570","1230",10,346.318,0,414.146,221.726,"Ile Aux Canards, Montreal, see map","1967-08-16",45.701007,-76.466501,228,1967
"918950472","154",5,0,0,0,353.6,NA,NA,45.07,-75.64,179,1967
"919019691","612.07",5,0,0,1921.95,968.61,NA,NA,42.76,-72.51,188,1967
"931060418","434.68",5,401.38,0,1361.1,455.41,NA,NA,45,-74.93,207,1967
"KESC05003","1420.877",10,0,0,1515.211,472.938,"Ohio: Erie County: Castalia","1967-07-12",41.399493,-82.810298,193,1967
"UVMVT084364","1224.007",10,0,0,927.378,975.199,"Vermont: Windham County: 1 mile north of Vernon Dam","1967-07-07",42.77317,-72.513743,188,1967
"NYBG-00366319","1216.002",10,0,0,1478.881,609.003,"Ohio: Erie: Kimball, by railroad crossing, south central part of Oxford Twp","1967-07-12",39.501082,-84.76298,193,1967
"NYBG-00366320","1216.223",10,961.112,0,1135.223,361.109,"Ohio: Erie: Castalia, pond at Maples, SE side of Sandusky Bay","1967-07-10",41.452386,-82.818865,191,1967
"MSC9147380","1178.109",10,3625.441,0,350.537,276.934,"Barry Co., Michigan, east shore of Wall Lake","1968-09-14",42.51819,-85.401098,258,1968
"0036845MOR","1218.002",10,2044.3,0,499.568,790.68,"Illinois, Lake, Fox Lake (town). In a deep ditch with dense growth; moist ground. Along US 12.","1968-07-27",42.384453,-88.17628,209,1968
"OS351016","1278.225",10,0,0,668.156,405.883,"41.41750 -82.83139, Erie Co., Ohio","1968-07-30",41.4175,-82.93139,212,1968
"OS90456","1278.156",10,5376.838,0,0,0,"41.50667 -83.14667 Oak Harbor, Caroll Twp, Ottawa Co., Ohio","1968-08-27",41.50667,-83.14667,240,1968
"OS90457","1280.189",10,2463.527,0,0,0,"40.80833 -82.97556, Bucyrus Twp","1968-08-28",40.80833,-82.97556,241,1968
"OS90497","1274.308",10,1108.528,0,507.622,260.768,"41.545415 -82.811555, East Harbor State Park","1968-09-13",41.545415,-82.811555,257,1968
"OS90742","1274.157",10,872.268,0,786.537,233.452,"41.257394 -83.154139","1968-09-19",41.257394,-83.154139,263,1968
"OS97283","1278.189",10,419.22,0,549.152,918.448,"41.51278 -82.92472","1968-08-19",41.51278,-82.92472,232,1968
"OS97401","1272.226",10,781.168,0,787.299,831.784,"41.49111 -83.03194","1968-08-19",41.49111,-83.03194,232,1968
"CHRB0001065","1144.044",10,2925.469,0,0,0,"40.36100 -74.67671","1968-09-15",40.361,-74.47471,259,1968
"H1233678","318.006",5,391.911,0,284.269,108.78,"Quebec, Saint-Fortunat, canton de Wolfestown, cmote de Wolfe, le bord de la route","1968-08-08",45.960473,-71.580645,221,1968
"MICH-V-1221444","1172.084",10,582.646,0,0,0,"Matthaei Botanical Garden, Cummings Marsh, Michigan","1968-09-28",42.301516,-83.66341,272,1968
"MICH-V-1433770","1166.015",10,4481.378,0,494.863,194.01,"Geauga Co., Ohio, northern shore of Geaug Lake off Deport Rd, Bainbridge Twp","1968-08-20",41.351616,-81.372465,233,1968
"MICH-V-1313472","1168.015",10,505.12,0,435.574,0,"44.483547, -80.163610","1968-08-21",44.483547,-80.16361,234,1968
"MICH-V-1313474","1166.027",10,490.47,0,1647.94,936.261,"Simcoe Co., Ontario, Tiny Tp, Penetanguishene","1968-07-28",44.771033,-79.938958,210,1968
"UWL0000034","903.009",10,0,0,799.921,610.573,"46.70610 -92.06086","1968-07-20",46.7061,-92.76888,202,1968
"UWL0000053","902.002",10,0,0,897.314,261.964,"Algoma District, Ontario, along Rt 17 about 5mi E of Sault ST. Marie","1968-08-07",46.335652,-84.056531,220,1968
"MT00186681","1230.002",10,1295.985,0,312.832,218.083,"48.45 -70.9","1968-07-30",45.45,-70.9,212,1968
"MT00063178","1232.002",10,2783.32,0,1036.84,542.262,"45.699387 -73.464633","1968-08-06",45.699387,-73.464633,219,1968
"MT00186700","1232.002",10,1507.3,0,0,0,"Boul l'Assomption, Montreal","1968-09-13",45.571529,-73.556478,257,1968
"465910711","151.5",5,0,0,289.07,395.43,NA,NA,44.327013,-76.165745,194,1968
"919012975","612.03",5,1033.95,0,686.55,287.01,NA,NA,43.82,-69.78,228,1968
"919024512","618.12",5,1320.01,0,800.35,79.4,NA,NA,43.82,-69.78,227,1968
"931061491","434.67",5,1652.8,0,188.86,0,NA,NA,45.7,-71.46,218,1968
"931062225","432",5,134.83,0,795.95,0,NA,NA,43.7,-79.48,237,1968
"931064762","432",5,749.17,0,1349.75,443.37,NA,NA,43.78,-80.54,212,1968
"1721452","628.003",5,1394.142,0,871.159,442.712,NA,NA,48.878717,-121.971866,262,1968
"2008845","624.013",5,2829.211,0,997.44,233.284,NA,NA,47.575193,-116.412674,262,1968
"2008847","623.02",5,1267.229,0,622.802,107.331,NA,NA,47.575193,-116.412674,262,1968
"CONN00032613","2352.008",10,3581.415,0,855.563,344.569,"","1968-08-15",43.735,-69.774444,228,1968
"CCSU-05472","1416.287",10,1098.223,0,1527.389,923.129,"Michigan: Jackson: east shore of Goose Lake","1968-08-14",42.279052,-84.254798,227,1968
"UVMVT084345","1224.282",10,774.188,0,914.278,132.967,"Vermont: Grand Isle County: Alburgh, Kelly's Bay","1968-08-04",44.993129,-73.331029,217,1968
"NYBG-00366328","1224.237",10,0,0,1298.829,661.211,"Kentucky: McCracken: Ky. 305 and Pullen Road","1968-07-09",37.107718,-88.68721,191,1968
"MSC0147380","1176.083",10,3733.081,0,431.527,270.25,"Barry CO., Michigan, T2N R9W S33, east shore of Wall Lake","1968-09-14",42.521576,-85.375692,258,1968
"UWM0012399","613.02",10,0,0,542.571,396.758,"","1968-07-17",43.070475,-88.344588,199,1968
"EMC009996","396.241",10,0,0,376.461,230.834,"W shore of Frain;s Lake, SE corner of Prospect Rd and M14","1969-07-25",42.328855,-83.616378,206,1969
"EMC009997","1016.002",10,2533.542,0,589.042,676.283,"SE corner of Prospect and Ann Arbor Roads, Frain's Lake, Superior Township, Washtenaw, Michigan","1969-07-25",42.328855,-83.616378,206,1969
"GMUF-0028722","1392.023",10,3962.266,0,0,836.514,"Roadside, U.S. 29-211 near Merryfield, Fairfax County, Virginia","1969-08-06",38.872428,-77.249076,218,1969
"ILLS00071255","881.028",10,858.789,0,495.427,489.097,"Creek bank, old covered bridge site, Hamilton, Bancok Co., Illinois","1969-07-17",40.392282,-91.358064,198,1969
"LSU00097364","1000",10,618.646,0,918.322,778.233,"Upper Melbourne, Melbourne, Richmond Quebec, Saint-Francois River","1969-08-17",45.64478,-72.139828,229,1969
"MU-V-000195940","1164.757",10,0,0,1382.009,734.989,"Erie Co., Ohio, Resthaven Wildlife Preserve","1969-07-01",41.415956,-82.829398,182,1969
"MSC0229792","1162.007",10,1300.042,0,584.787,260.309,"north of YMCA in Oconomowoc, Wisconsin","1969-08-01",43.077664,-88.453903,213,1969
"0036833MOR","1218.002",10,1426.262,0,566.525,1090.088,"Illinois, DuPage, In wet meadow area on north side of Forest Road, East Side, Morton Arboretum.","1969-07-15",41.82188,-88.054295,196,1969
"OS351017","1276.226",10,4078.817,0,768.776,803.469,"41.41750 -82.83139 Erie Co., Resthaven Ohio","1969-07-30",41.4175,-82.93139,211,1969
"OS99254","1274.226",10,3488.316,0,0,0,"41.68250 -84.72583","1969-09-16",41.6825,-84.72583,259,1969
"OS99270","1276.307",10,1012.375,0,1860.371,685.633,"41.40000 -82.80861","1969-08-19",41.4,-82.80861,231,1969
"CHRB0001067","1142.044",10,1755.217,0,750.575,889.139,"39.92595 -75.11962","1969-09-07",39.92595,-75.11962,250,1969
"CHRB0001077","1154.002",10,1527.672,0,654.355,697.675,"39.91822 -75.12594","1969-07-17",39.91822,-75.12594,198,1969
"CHRB0001079","1142.016",10,1332.523,0,586.362,0,"39.46883 -74.63373","1969-09-05",39.46883,-74.63373,248,1969
"CHRB0001089","1144.002",10,0,0,1458.086,463.058,"39.97941 -74.88990","1969-06-26",39.97941,-74.8899,177,1969
"UWL0000029","905.014",10,636.558,0,317.516,0,"46.68466 -92.15064","1969-09-10",46.68466,-92.15064,253,1969
"WSU_325471","940.104",10,1727.457,1067.39,890.543,661.613,"Lake Washington near N edge of U. of Washington, King Arboretum","1969-09-02",47.649093,-122.299133,245,1969
"WSU_325472","828",10,1909.045,0,406.658,0,"Snohomish County, Acres rd. from US2 E of Everett on Ebby Island","1969-08-31",47.948019,-122.159786,243,1969
"WSU_341048","852.059",10,937.185,0,0,153.262,"Snohomish County, Acres rd. from US2 E of Everett on Ebby Island","1969-08-31",47.948019,-122.159786,243,1969
"WSU_341091","847.015",10,1643.512,0,371.949,0,"King County, Lake Washing near N edge of UW arboretum","1969-09-02",47.641089,-122.293928,245,1969
"MT00043571","1234.006",10,0,0,1755.612,1094.293,"Deux-Montagnes, Oka, Quebec, cove by river","1969-07-10",45.471999,-74.029213,191,1969
"465910704","149.5",5,232.93,167.954,205.6,137.66,NA,NA,45.644657,-72.140292,229,1969
"931063680","432",5,151.35,0,227.13,44.41,NA,NA,45.64,-77.17,197,1969
"KESC05002","1420.009",10,1205.388,0,1816.209,651.287,"New Hampshire: Merrimack","1969-06-20",43.10177,-71.60548,171,1969
"UVMVT084360","1230.004",10,1062.318,0,462.183,545.19,"Vermont: Mill Pond: Benson","1969-08-05",43.700223,-73.280427,217,1969
"UVMVT126349","1230.058",10,1250.827,0,1392.487,540.112,"Mass: Newburyport","1969-08-04",42.81279,-70.88219,216,1969
"UWSP009439_lg","1",1,629.238,0,265.034,60,"Wisconsin: Douglas: Barkers Island: Allouez Bay, T49N R13W sec33","1969-09-09",46.68429165,-92.00536531,252,1969
"GMUF-0028720","435.029",10,768.117,0,0,186.544,"Lee Higyway in Merrifield, right side of highway to Arlington, Fairfax County, Virginia","1970-06-24",38.873704,-77.225788,175,1970
"ILLS00071257","884.002",10,3472.792,0,0,0,"marsh border, Rush Creek, SE of Hanover, Jo Daviess County, Illinois","1970-09-15",42.245177,-90.269414,258,1970
"MSC0229791","1166.386",10,1884.625,0,1624.762,765.496,"Oconomowoc, Wisconsin, wasteland behind A and P store","1970-07-21",43.124112,-88.461564,202,1970
"MSC0229799","1168.11",10,4644.851,0,984.021,886.204,"St. Louis Co., Minnesota, Hibbing waste place","1970-08-13",47.403489,-92.979101,225,1970
"0036826MOR","1222.007",10,0,0,1006.066,852.705,"Illinois, DuPage, The Morton Arboretum. Lisle, IL. In low wet area on north side of Forest Rd, (Crowley Pond).","1970-07-02",41.814898,-88.061019,183,1970
"0036843MOR","1224",10,1435.442,0,522.456,293.736,"llinois, Lake, Lake Forest, IL. Hwy 41, near Deerpath Rd. Along lakes and rivers.","1970-07-15",42.249004,-87.859985,196,1970
"OS0016020","1230.041",10,699.199,0,780.859,855.824,"Ontario Essex Co., Pelee Island, along West Side Drive 0.25mi SW of Proincial Hwy","1970-07-31",41.760366,-82.656026,212,1970
"OS103692","1272.266",10,2547.095,0,674.136,683.011,"41.67917 -82.85000 Ottawa Co., Ohio, Rattlesnake Island, west end of island","1970-07-28",41.67917,-82.85,209,1970
"OS116936","1276.226",10,695.963,0,1103.454,568.526,"41.41750 -82.83139 Erie Co., Ohio, Rest Haven Public Hunting Area","1970-07-06",41.4175,-82.93139,187,1970
"CHRB0001076","1148.063",10,1464.938,0,558.226,485.477,"39.71731 -75.14167","1970-08-04",39.71731,-75.14167,216,1970
"UWL0000030","905.009",10,703.049,0,706.879,425.562,"46.66249 -92.10489","1970-07-16",46.66249,-92.10489,197,1970
"UWL0000028","899.009",10,0,0,538.522,571.505,"46.66637 -92.11131","1970-07-16",46.66637,-92.11131,197,1970
"v0047781WIS","1176.061",10,0,0,1332.928,553.615,"Douglas Co., Wisconsin, 1block S of jct 35 and 105, So. Superior, T49N, R14W, S28","1970-07-16",46.665571,-92.104782,197,1970
"v0047795WIS","1174.061",10,2538.234,0,486.768,471.232,"Kewaunee Co., Wisconsin, Kewaunee River at Hwy 42 bridge, Kewaunee Twp, sect 18 SE, T23N R25E","1970-08-15",44.462509,-87.504204,227,1970
"v0305277WIS","896.009",10,3790.612,0,799.419,304.93,"38.64959 -88.91897","1970-08-04",38.64959,-88.91897,216,1970
"RMBC_25135","1257.014",10,1148.996,0,399.848,555.668,"Ladner, 49*06"" N, 123* 04'W","1970-08-03",49.1,-123.066667,215,1970
"MT00039621","1230.007",10,0,0,812.794,658.397,"45.577510 -73.662079","1970-07-07",45.57751,-73.662079,188,1970
"MT00110406","1234.006",10,2055.277,0,726.95,710.394,"45.2699 -74.1785","1970-09-08",45.2699,-74.1785,251,1970
"931062298","432.01",5,0,0,632.85,549.92,NA,NA,43.633348,-77.827067,227,1970
"931062313","432.01",5,0,0,622.3,325.4,NA,NA,43.633348,-77.827067,227,1970
"931072200","432",5,0,0,635.04,1187.81,NA,NA,43.78,-80.54,223,1970
"941136","628.013",5,1468.87,0,558.87,301.317,NA,NA,48.275178,-116.593148,231,1970
"KESC04995","1412.051",10,1132.287,0,1543.77,428.467,"New Hampshire: Cheshire","1970-08-03",42.94934,-72.29987,215,1970
"KESC04998","1420.93",10,1088.371,0,1348.389,352.398,"New Hampshire: Cheshire","1970-07-17",43.02094,-72.33032,198,1970
"UVMVT082095","1232.939",10,0,0,1271.617,882.299,"Conn: Wetherfield: Collier Swamp","1970-07-06",41.70119,-72.67036,187,1970
"UVMVT082094","1232.006",10,0,0,2997.139,995.503,"Conn: Wetherfield: Collier Swamp","1970-07-23",41.70119,-72.67036,204,1970
"UWSP029994_lg","1",1,0,0,316.239,596.994,"Wisconsin: Douglas, T49N R14W sec28","1970-07-16",46.69896223,-92.12964119,197,1970
"ILLS00071256","881.014",10,1587.613,0,0,550.341,"marsh border, SE of Hanover, Jo Daviess County, Illinois","1971-07-28",42.245177,-90.269414,209,1971
"MSC0147388","1178.435",10,1067.093,0,954.681,955.471,"Schoolcraft Co., Mich, Manistique near Indian Lake","1971-08-12",45.943514,-86.339182,224,1971
"OS0015821","1214.237",10,0,0,1132.097,1090.486,"Quebec, comte l'Islet, ST-Jean-Port-Joli, En bordure de la route pres d'une cloture","1971-07-01",47.216233,-70.270214,182,1971
"OS0016026","1232.026",10,480.085,0,419.536,601.219,"Ontario, Essex Co., Pelee Island, Dans un fosse, le long de lat route occidentale de l'ile approximativement a deux milles au nord du quai.","1971-07-12",41.786088,-82.670096,193,1971
"OS106785","633.064",5,2501.519,0,661.543,190.683,"41.40528 -82.90806 Sandusky Co., Townsed Twp, Millers Blue Hole, 6mi W of Castalia","1971-08-20",41.40528,-82.90806,232,1971
"OS112085","1274.127",10,1469.776,0,1015.499,555.407,"39.62972 -82.56833 Fairfield Co., Wahkeena Nature Preserve","1971-07-01",39.62972,-82.56833,182,1971
"OS117031","1280.189",10,4579.665,0,0,0,"41.72139 -83.40472, Lucas Co., Ohio, Little Cedar Point, Jerusalem Township, 10mi E of Toledo, NE end of Maumee Bay","1971-09-21",41.684169,-83.38345,264,1971
"OS432090","1278.156",10,0,0,772.334,643.91,"41.68250 -84.72583 shore of Nettle Lake, Williams Co., Ohio","1971-07-20",41.6825,-84.72583,201,1971
"OS105909","1270.157",10,1005.806,0,389.128,495.058,"40.64694 -83.60972","1971-07-31",40.64694,-83.60972,212,1971
"MICH-V-1433764","1168.007",10,2800.927,0,569.097,547.027,"Hardin Co., Sclout Lake at Hardin Memorial Park, 2mi E of Kenton on US Rt 30S","1971-07-31",40.64277,-83.572336,212,1971
"v0057041WIS","1176.083",10,2350.615,0,0,114.612,"W side of James Lake, T40N, R6W, Sec17, see map","1971-08-29",45.94417,-91.149564,241,1971
"v0057042WIS","1176.034",10,6029.182,0,0,0,"Moore's Bay, Chippewa Flowage, Sawyer County, see map","1971-08-23",45.953433,-91.136216,235,1971
"v0047794WIS","1176.061",10,534.184,0,948.021,860.538,"Kewaunee Co., Wisconsin, just north of the tow of Kewaunee, T23N R25E sec 18 SE 1/4","1971-08-11",44.465456,-87.503747,223,1971
"UWM0012411","613.029",10,0,0,562.217,398.985,"Milkaukee Co., Wisconsin, north bank of Milwaukee River adjacent to Green Tree Rd, in Kletsch Co Park","1971-07-28",43.138156,-87.925115,209,1971
"VSC0014952","1110",10,2904.456,0,598.649,580.127,"Ulster Co., New York, Hwy 209 roadside N of Ellenville","1971-08-18",41.726275,-74.388943,230,1971
"VSC0014950","1116.002",10,916.228,0,162.112,384.653,"Hillsboro Co., New Hampshire, Hwy 101 east of Milford","1971-08-16",42.836857,-71.697036,228,1971
"918864361","155.01",5,1439.28,0,0,0,NA,NA,49.21,-123.15,289,1971
"918950490","155",5,268.12,0,77.33,0,NA,NA,45.78,-75.15,225,1971
"931072070","432",5,0,0,820.95,769.45,NA,NA,43.78,-80.54,179,1971
"KESC04992","1408.091",10,0,0,1910.074,525.388,"New Hampshire: Cheshire","1971-07-07",43.07392,-72.40737,188,1971
"KESC04993","1416.388",10,0,0,2078.972,596.938,"New Hampshire: Cheshire","1971-07-09",42.96896,-72.43193,190,1971
"KESC04994","1420.203",10,0,0,1582.468,782.542,"New Hampshire: Cheshire","1971-07-15",43.04004,-72.26441,196,1971
"KESC04996","1420.141",10,0,0,2011.273,921.387,"New Hampshire: Cheshire","1971-06-29",42.80909,-72.50036,180,1971
"NYBG-00365797","1220.003",10,1004.23,0,966.128,0,"Penn: Berks: Geigertown, Union Township","1971-07-23",40.204686,-75.836805,204,1971
"UWSP018814_lg","1",1,668.809,0,937.182,268.239,"Wisconsin: Marathon: Hamburg Twp: T30N R05E sec36","1971-08-04",45.04366675,-89.84954922,216,1971
"MU-V-000195933","1164.687",10,0,0,1131.188,596.728,"St-Jean-Port-Joli, comte l'Islet, Quebec","1971-07-01",47.214066,-70.273089,182,1971
"EMC009993","1018.002",10,562.219,0,135.96,0,"Walsh Lake, Sylvan Township, Washtenaw, MI","1972-08-06",42.33689,-84.080246,219,1972
"EMC009991","395.001",10,0,0,1039.96,476.207,"S. Huron. R. Dr. between Tuttle Hill and Textile Rds., Ypsilanti Twp., Washtenaw. Co, Mich.","1972-07-12",42.20851,-83.574857,194,1972
"1144975","1170.043",10,3124.524,0,401.84,163.498,"Mahnomen Co., Minnesota, 2.5mi W, 2mi S of Waubun,","1972-08-19",47.156704,-96.001702,232,1972
"1189116","1164.002",10,2367.531,0,666.831,193.862,"Floral Display House, Missouri Botanical Garden Herbarium","1972-07-05",38.612491,-90.259358,187,1972
"0036857MOR","1216.002",10,702.874,0,415.326,532.385,"Wisconsin, Racine, Along west side of Wis. 36, 1.5 miles south of Wind Lake; in wet meadow.","1972-08-16",42.794575,-88.182222,229,1972
"OS110304","1269.227",10,0,0,2181.715,1126.445,"41.40000 -82.80861 Erie Co., Margaretta TWp, 5mi NW of Castalia, S side of Sandusky Bay","1972-07-06",41.4,-82.80861,188,1972
"OS110305","1270.227",10,543.409,0,1002.736,682.844,"41.40000 -82.80861 Erie Co., Magaretta Twp, 5mi NW of Castalia","1972-07-06",41.4,-82.80861,188,1972
"OS110306","1272.226",10,0,0,257.752,691.624,"41.40000 -82.80861 Erie Co., Margaretta TWp, 5mi NW of Castalia, S side of Sandusky Bay","1972-07-06",41.4,-82.80861,188,1972
"OS110329","1276.307",10,0,0,729.831,977.623,"41.40000 -82.80861 Erie Co., Margaretta TWp, 5mi NW of Castalia, S side of Sandusky Bay","1972-06-16",41.4,-82.80861,168,1972
"OS110341","1276.226",10,2604.371,0,0,0,"41.40000 -82.80861 Erie Co., Margaretta TWp, 5mi NW of Castalia, S side of Sandusky Bay","1972-09-25",41.4,-82.80861,269,1972
"OS111448","1274.265",10,2843.243,0,1625.994,1154.164,"41.51194 -82.93778, Ottawa Co, Lakeside Park, Ohio, Port Clinton, 0.75mi from center of town","1972-07-07",41.51194,-82.93778,189,1972
"OS111605","1272.226",10,951.361,0,0,0,"41.40000 -82.80861 Erie Co., Margaretta TWp, 5mi NW of Castalia, S side of Sandusky Bay","1972-09-11",41.4,-82.80861,255,1972
"OS111609","1276.19",10,960.495,0,402.751,104.403,"41.40000 -82.80861 Erie Co., Margaretta TWp, 5mi NW of Castalia, S side of Sandusky Bay","1972-09-11",41.4,-82.80861,255,1972
"OS112547","1274.157",10,2027.972,0,840.528,758.592,"41.19583 -81.33833, Portage Co., Ohio, Franklin Twp, 5mi N of Kent","1972-07-22",41.19583,-81.33833,204,1972
"OS113986","1276.127",10,1941.498,0,580.776,224.321,"39.98972 -82.98611 Franklin Co., Columbus Ohio, Scioto River at Greenlawn Ave Bridge","1972-08-15",39.98972,-82.98611,228,1972
"OS115810","1276.19",10,0,0,1545.425,1317.891,"41.54750 -82.81000, Ottawa Co., Ohio, East Harbor State Park","1972-07-12",41.54575,-82.81,194,1972
"OS112259","1268.191",10,5100.465,0,461.075,595.144,"41.205444 -80.955315","1972-07-30",41.205444,-80.955315,212,1972
"MICH-V-1355560","1169.072",10,0,0,996.549,1549.493,"Iosco Co., Michigan, SE shore of Cedar Lake at public access site","1972-07-10",44.504069,-83.338444,192,1972
"MICH-V-1355543","1166.062",10,0,0,1023.588,351.003,"Alpeno Co, Michigan, Alpena Twp, west shore of shouth end of Devil's Lake","1972-08-04",44.950945,-83.477101,217,1972
